px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.39069	-1.55533	-2.58155	1.69749	1.68596	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	0.69587
6.33852	-1.59164	-2.00198	1.60492	1.33973	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	11.2868
6.31768	-1.76192	-2.20645	1.64773	1.29465	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	2.49018
6.35718	-1.95513	-2.61437	1.78014	1.41999	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	5.77203
6.37432	-2.12412	-2.73359	1.83238	1.39067	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	0.847026
6.36522	-2.23878	-2.39846	1.83309	1.25916	6.32593	-2.40018	6.35	-2.4	0	-2.72613	5.09331
6.38369	-2.41739	-2.53299	1.87118	1.21637	6.34927	-2.55175	6.35	-2.55	0	-2.72611	1.19948
6.42895	-2.58381	-2.68149	1.93235	1.21295	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	0.683691
6.46796	-2.75595	-2.76506	1.97272	1.18023	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	0.554587
6.48446	-2.86265	-2.45504	1.99173	1.11583	6.46536	-3.00452	6.45	-3	0	-2.99754	3.44162
6.50895	-3.02501	-2.55953	2.00547	1.06633	6.44119	-3.14955	6.45	-3.15	0	-2.99754	1.26525
6.56636	-3.18239	-2.68064	2.04932	1.05168	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	0.651374
6.6108	-3.35497	-2.75807	2.069	1.00864	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	0.935258
6.6928	-3.51863	-2.96225	2.11908	1.00804	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	0.89094
6.77077	-3.68312	-3.01015	2.15482	0.98532	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	0.325847
6.83637	-3.80598	-2.75258	2.19095	0.957964	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	1.7999
6.90519	-3.9662	-2.80553	2.21113	0.921773	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	0.670777
6.97151	-4.08368	-2.61758	2.24382	0.898469	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	1.2089
7.02977	-4.24065	-2.66329	2.24979	0.851222	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	1.15973
7.07845	-4.32799	-2.22638	2.27781	0.823765	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	4.55251
7.12848	-4.45886	-2.25596	2.28406	0.781812	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	0.993272
7.20311	-4.56815	-2.29536	2.31308	0.766956	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	0.400364
7.25167	-4.71637	-2.3359	2.30111	0.708482	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	1.96212
7.36535	-4.865	-2.76363	2.32747	0.698807	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	3.90825
7.42759	-5.02702	-2.7888	2.30948	0.637776	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	1.9365
7.50164	-5.1407	-2.63744	2.32389	0.613581	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	1.20617
7.55763	-5.30703	-2.67271	2.29556	0.545774	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	2.11165
7.64665	-5.42915	-2.65063	2.31139	0.529607	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	0.504104
7.71594	-5.5755	-2.67251	2.29957	0.485108	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	0.867188
7.79068	-5.68477	-2.56136	2.31059	0.46725	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	0.742953
7.84285	-5.84026	-2.58429	2.28049	0.407082	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	1.57481
7.96543	-5.99063	-3.12625	2.29802	0.409687	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	6.5332
8.0363	-6.14914	-3.14749	2.27468	0.362127	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	0.972506
8.12245	-6.27089	-2.8842	2.2804	0.342952	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	2.03877
8.20644	-6.4119	-2.89291	2.27598	0.317698	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	0.259412
8.28278	-6.52211	-2.71816	2.28174	0.303629	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	1.02112
8.34335	-6.6741	-2.73236	2.25612	0.258035	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	0.875197
8.42985	-6.79354	-2.74595	2.26337	0.250898	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	0.347717
8.5041	-6.92777	-2.74807	2.25456	0.226691	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	0.280883
8.57494	-7.03041	-2.67878	2.25779	0.217499	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	0.452591
8.62731	-7.16967	-2.69487	2.23105	0.177078	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	0.753014
8.73911	-7.31539	-3.10199	2.24097	0.182685	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	3.96692
8.80541	-7.47053	-3.11908	2.21522	0.14485	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	0.647087
8.86217	-7.57631	-2.63173	2.20445	0.11768	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	5.68356
8.91928	-7.71632	-2.63808	2.18253	0.086968	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	0.443759
8.99857	-7.83888	-2.76328	2.18338	0.0846345	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	0.483097
9.04466	-7.98217	-2.77628	2.15302	0.0472867	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	0.661773
9.0819	-8.07411	-2.36122	2.13813	0.0227889	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	4.23416
9.12584	-8.20521	-2.37106	2.1134	-0.00504318	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	0.375408
9.20574	-8.33836	-2.64968	2.11431	-0.000401685	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	1.77924
9.23989	-8.48393	-2.67039	2.07762	-0.0396029	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	0.742763
9.28139	-8.5918	-2.3742	2.05912	-0.0624968	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	2.14566
9.31542	-8.72931	-2.389	2.02821	-0.0916984	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	0.408378
9.44575	-8.93554	-3.42864	2.05537	-0.0404211	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	24.4679
9.50136	-9.10958	-3.44855	2.02797	-0.0676756	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	0.317127
9.52679	-9.22701	-2.96252	1.99244	-0.115351	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	5.97549
9.57639	-9.36323	-2.95793	1.97975	-0.122729	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.0745743
9.60898	-9.47634	-2.72415	1.96007	-0.142244	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.56681
9.6286	-9.62355	-2.743	1.92468	-0.172465	9.54779	-9.64959	9.55	-9.65	0	-3.0002	0.456931
9.68925	-9.77438	-2.93109	1.92203	-0.161891	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	0.959949
9.71433	-9.92519	-2.94157	1.89337	-0.183807	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0.289776
9.73184	-10.0446	-2.60654	1.8631	-0.214191	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	2.91085
9.767	-10.1738	-2.58915	1.85094	-0.214434	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.107352
9.80917	-10.3098	-2.6423	1.84229	-0.211585	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.505801
9.81903	-10.4531	-2.66238	1.8102	-0.234407	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.282661
9.8584	-10.6075	-2.81911	1.80381	-0.222486	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.998499
9.88263	-10.7604	-2.81937	1.78406	-0.230393	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.0623678
9.89518	-10.8886	-2.577	1.75543	-0.255093	9.88465	-10.9383	9.85	-10.9	0	-2.73074	1.42097
9.89716	-11.0381	-2.59151	1.7231	-0.274461	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.228213
9.91644	-11.1725	-2.654	1.71085	-0.270814	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.148067
9.90758	-11.3224	-2.6865	1.67445	-0.295147	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.297399
9.92145	-11.465	-2.73871	1.66045	-0.292776	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.127769
9.90436	-11.6168	-2.76833	1.62264	-0.317413	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.340212
9.86339	-11.6984	-2.18772	1.55297	-0.401361	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	11.0001
9.82919	-11.8255	-2.22736	1.50738	-0.428369	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0.423449
9.82074	-11.947	-2.31864	1.48924	-0.421096	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.359831
9.76385	-12.0958	-2.39837	1.42905	-0.462579	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.975621
9.72647	-12.1952	-2.16902	1.37518	-0.509498	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	2.63439
9.66125	-12.3251	-2.23756	1.31525	-0.545611	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0.823661
9.5951	-12.388	-1.86279	1.22941	-0.631547	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	6.7308
9.50574	-12.5102	-1.97492	1.15311	-0.67798	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	1.42932
9.45581	-12.6135	-1.99686	1.1139	-0.679343	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.106753
9.35268	-12.7402	-2.11001	1.03755	-0.719337	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	1.12104
9.23792	-12.7797	-1.6914	0.875132	-0.902767	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	17.5819
9.08068	-12.9023	-1.94818	0.763213	-0.969863	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	3.85638
8.96151	-12.9673	-1.94497	0.651927	-1.04981	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	2.51399
8.81297	-13.0541	-2.10245	0.560121	-1.08259	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	1.39567
8.66612	-13.107	-2.21537	0.434041	-1.18449	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	3.35811
8.50333	-13.1715	-2.38173	0.350783	-1.20531	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	1.33543
8.29603	-13.2053	-2.65995	0.197493	-1.33114	8.22926	-13.1698	8.2	-13.15	-2.72741	0	5.32079
8.12348	-13.2228	-2.71987	0.109651	-1.3439	8.03583	-13.1513	8.05	-13.15	-2.72742	0	0.69943
7.96573	-13.2257	-2.73843	0.0266668	-1.35374	7.82914	-13.0525	7.9	-13.15	-2.72986	0	0.569762
7.80528	-13.2162	-2.75566	-0.0555825	-1.36063	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0.226586
7.7655	-13.2343	-2.19835	-0.0615316	-1.257	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	9.11916
7.59232	-13.2465	-2.36545	-0.110152	-1.23608	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	1.34424
7.45504	-13.2238	-2.37274	-0.180484	-1.23602	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.726935
7.27356	-13.2179	-2.50768	-0.22781	-1.21102	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0.883212
7.10257	-13.1597	-2.81666	-0.311684	-1.24895	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3.1759
6.93088	-13.1293	-2.90612	-0.355052	-1.22709	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.473734
6.79663	-13.0864	-2.78559	-0.409377	-1.20766	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.591885
6.62355	-13.0387	-2.85747	-0.45442	-1.1844	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.355633
6.54131	-13.0147	-2.29696	-0.490898	-1.1313	6.40137	-13.0799	6.4	-13.05	-2.72678	0	7.25823
6.3715	-12.9847	-2.40556	-0.511135	-1.08696	6.26174	-13.0534	6.25	-13.05	-2.72678	0	1.13797
6.26024	-12.9281	-2.32691	-0.563034	-1.07589	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	0.351279
6.08307	-12.8888	-2.44175	-0.573549	-1.02464	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	1.57899
5.92182	-12.7771	-3.00224	-0.636962	-1.05425	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	6.91879
5.75446	-12.7047	-3.07512	-0.655961	-1.01817	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	0.773387
5.65757	-12.6516	-2.54711	-0.683475	-0.9689	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	7.03121
5.51068	-12.5859	-2.59576	-0.702632	-0.933293	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	0.630571
5.37698	-12.4696	-2.85372	-0.756252	-0.941229	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	1.36405
5.21694	-12.3894	-2.90255	-0.76646	-0.897704	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	0.899033
5.11323	-12.2985	-2.73273	-0.80569	-0.883037	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	0.701335
4.98238	-12.2055	-2.7595	-0.829236	-0.856754	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	0.312987
4.88017	-12.0921	-2.82897	-0.871525	-0.856483	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.38213
4.77684	-12.0005	-2.82861	-0.897152	-0.83898	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.27247
4.67789	-11.8718	-2.8991	-0.94373	-0.840656	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.128967
4.6048	-11.7385	-2.87943	-1.00162	-0.853501	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0.0984958
4.55746	-11.6424	-2.46067	-1.05281	-0.85485	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	3.38707
4.50819	-11.53	-2.43476	-1.10662	-0.863009	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.188329
4.38451	-11.3286	-3.40783	-1.13199	-0.845056	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	19.718
4.3544	-11.1623	-3.38944	-1.20406	-0.877638	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0.492217
4.35997	-11.059	-2.60323	-1.28376	-0.915541	4.43713	-11.024	4.45	-11.05	0	1.81614	13.0598
4.3615	-10.9156	-2.58575	-1.3622	-0.94649	4.45136	-10.93	4.45	-10.95	0	1.81612	0.518178
4.33766	-10.7693	-2.65278	-1.41579	-0.947313	4.44745	-10.786	4.45	-10.8	0	2.72555	0.213744
4.35877	-10.6215	-2.64326	-1.49711	-0.979242	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.633507
4.35614	-10.4782	-2.66349	-1.55238	-0.980426	4.46329	-10.5756	4.45	-10.5	0	2.729	0.247822
4.38131	-10.3287	-2.6685	-1.62436	-0.999994	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.220829
4.40275	-10.1863	-2.64735	-1.68682	-1.00875	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.182486
4.45998	-10.0352	-2.67153	-1.77019	-1.03863	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.497625
4.4943	-9.88694	-2.75192	-1.82263	-1.02986	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.474649
4.56533	-9.73693	-2.78041	-1.9009	-1.05297	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.328502
4.59774	-9.56486	-2.99248	-1.9244	-1.00224	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	1.74935
4.68146	-9.4167	-3.00477	-1.99543	-1.01924	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.342327
4.76704	-9.27702	-2.97532	-2.06489	-1.03662	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.398624
4.8788	-9.12855	-3.02935	-2.14086	-1.05649	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.309425
4.96796	-9.00345	-3.02149	-2.19897	-1.06464	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.0468963
5.04915	-8.90028	-2.9709	-2.24841	-1.0609	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.150955
5.12474	-8.76946	-3.01756	-2.26516	-0.994792	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.8315
5.2456	-8.64012	-3.0483	-2.32455	-0.999425	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.0374686
5.3502	-8.53223	-3.04998	-2.37079	-0.992765	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.041938
5.45847	-8.42995	-3.04087	-2.41888	-0.991256	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.00614349
5.54043	-8.32124	-2.97761	-2.42586	-0.911874	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2.38677
5.62701	-8.23573	-2.85985	-2.46606	-0.903068	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.511916
5.69548	-8.12056	-2.78532	-2.45148	-0.795653	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	4.41714
5.83285	-8.00508	-2.86009	-2.49337	-0.792988	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.180571
5.92179	-7.89649	-2.79257	-2.49006	-0.712225	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	2.49122
6.05688	-7.78663	-2.85114	-2.52468	-0.707032	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.161287
6.13799	-7.68197	-2.72837	-2.50951	-0.613079	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	3.43313
6.26466	-7.58233	-2.76007	-2.5385	-0.607989	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.091413
6.3569	-7.48584	-2.65712	-2.53215	-0.537977	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	2.07866
6.47454	-7.39625	-2.66315	-2.55696	-0.533226	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.0823426
6.59346	-7.31259	-2.71241	-2.58503	-0.54109	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.793353
6.73139	-7.213	-2.80843	-2.60324	-0.530631	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.336998
6.77044	-7.11074	-2.43605	-2.542	-0.375516	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	11.1305
6.88579	-7.0145	-2.47893	-2.55225	-0.364408	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.282697
7.01842	-6.93883	-2.55142	-2.58476	-0.386039	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.352769
7.15456	-6.83327	-2.63839	-2.59234	-0.370753	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.418624
7.22301	-6.74247	-2.37423	-2.55282	-0.267816	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	5.33409
7.3488	-6.63835	-2.46119	-2.55354	-0.252038	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.386922
7.51882	-6.57891	-2.77137	-2.6294	-0.361406	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	7.21267
7.64861	-6.49746	-2.8124	-2.64129	-0.354313	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.0766178
7.76132	-6.41963	-2.71103	-2.64243	-0.325174	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.567173
7.88157	-6.35554	-2.67837	-2.66163	-0.32749	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.054587
8.00004	-6.28669	-2.60555	-2.66892	-0.308934	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.253814
8.13703	-6.1999	-2.65622	-2.67419	-0.295711	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.183705
8.20315	-6.1282	-2.35771	-2.64423	-0.220978	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	4.12568
8.32438	-6.03517	-2.44486	-2.63561	-0.198574	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.508817
8.48934	-5.96664	-2.72163	-2.67589	-0.251561	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	3.05327
8.6345	-5.88648	-2.76406	-2.68336	-0.243782	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.0774938
8.71086	-5.8083	-2.39208	-2.64685	-0.159585	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	5.18168
8.84174	-5.71379	-2.46613	-2.63776	-0.139328	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.341892
8.92223	-5.64641	-2.27378	-2.61696	-0.092527	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	1.95232
9.03833	-5.54851	-2.36491	-2.59842	-0.0665877	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.586804
9.19363	-5.47336	-2.67819	-2.63252	-0.12388	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	4.56275
9.33263	-5.37795	-2.73241	-2.62593	-0.108842	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.182197
9.40331	-5.29232	-2.36986	-2.57978	-0.0241344	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	4.89041
9.52925	-5.19206	-2.44484	-2.56454	-0.00535597	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.284589
9.61621	-5.11635	-2.25682	-2.54025	0.0369699	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	1.806
9.73595	-5.0076	-2.34813	-2.51749	0.0601016	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.42911
9.81873	-4.9239	-2.19331	-2.48729	0.103348	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	1.44251
9.9315	-4.81355	-2.28315	-2.46265	0.12442	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.377743
10.0022	-4.71885	-2.13144	-2.41987	0.178146	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	1.81477
10.1157	-4.57699	-2.28588	-2.37696	0.214404	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	1.12511
10.197	-4.4703	-2.2517	-2.341	0.247796	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	0.747828
10.3163	-4.30389	-2.45098	-2.29157	0.287021	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	1.53253
10.4464	-4.2011	-2.64396	-2.31722	0.221819	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	2.40096
10.5548	-4.04397	-2.75894	-2.28029	0.247968	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.65082
10.6572	-3.9213	-2.78361	-2.26516	0.249346	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0734928
10.7591	-3.78389	-2.83121	-2.24336	0.258075	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.08062
10.799	-3.64998	-2.59093	-2.16293	0.362163	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	4.64363
10.8767	-3.50776	-2.64054	-2.13145	0.374141	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.16782
10.9868	-3.39857	-2.80957	-2.16363	0.289728	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.69687
11.068	-3.23837	-2.91087	-2.13122	0.308555	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.478366
11.1067	-3.08824	-2.75027	-2.05584	0.402586	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.61859
