px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1743	-2.92325	-2.81843	-2.02057	0.416236	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.270673
11.2246	-2.77239	-2.79714	-1.97704	0.447716	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.468942
11.2816	-2.6031	-2.86094	-1.94162	0.458908	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.211392
11.2152	-2.41941	-2.60693	-1.75427	0.728402	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	27.2304
11.2254	-2.27296	-2.60881	-1.70621	0.735927	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.247973
11.3158	-2.21193	-2.38699	-1.80101	0.503594	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	21.4802
11.3504	-2.03587	-2.51839	-1.76653	0.509814	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.437994
11.3577	-1.88861	-2.52458	-1.71301	0.550789	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.737859
11.3708	-1.72152	-2.60116	-1.6752	0.558054	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.255985
11.3133	-1.56371	-2.64914	-1.55238	0.711936	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	9.14961
11.3023	-1.40493	-2.71896	-1.51022	0.718104	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.245532
11.2549	-1.23335	-2.83274	-1.42201	0.798795	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	2.44201
11.2147	-1.11124	-2.74511	-1.37	0.807507	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.372898
11.0946	-0.910837	-3.16463	-1.22003	0.990094	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	14.8996
11.0242	-0.751555	-3.199	-1.16392	0.995758	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.264889
10.9801	-0.625751	-2.96317	-1.14065	0.93759	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	2.14953
10.9012	-0.506258	-2.89719	-1.07911	0.949285	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.224255
10.8013	-0.357248	-3.04691	-1.0066	0.986108	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.08817
10.6994	-0.264379	-2.94046	-0.933443	1.00848	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.587066
10.5266	-0.0968537	-3.48249	-0.826885	1.10193	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	8.94466
10.3854	-0.0271152	-3.34166	-0.736075	1.13808	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.14405
10.304	0.0475039	-2.91649	-0.693628	1.09802	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	3.90433
10.1753	0.0800615	-2.79179	-0.600687	1.13698	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.13391
10.0267	0.158979	-2.91178	-0.526047	1.15505	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.792376
9.88292	0.170867	-2.81577	-0.426081	1.19786	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.24024
9.72963	0.218286	-2.85953	-0.348975	1.2118	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.492226
9.57628	0.197151	-2.78293	-0.237383	1.26373	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	1.67575
9.41938	0.218798	-2.80664	-0.159816	1.27288	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.281209
9.26323	0.213464	-2.79416	-0.0720199	1.293	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.243909
9.11264	0.21538	-2.75373	0.00223041	1.29616	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0680449
8.95938	0.224219	-2.76297	0.0633577	1.28429	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0884474
8.86476	0.1963	-2.2961	0.149559	1.30366	8.90199	0.247143	8.85	0.25	-1.81847	0	4.21852
8.74497	0.198368	-2.28794	0.20141	1.28182	8.76016	0.263752	8.75	0.25	-1.81846	0	0.276274
8.53367	0.194636	-3.01949	0.229973	1.22851	8.46355	0.258809	8.55	0.25	-3.6326	0	10.9615
8.37126	0.179779	-3.0142	0.274974	1.20315	8.35367	0.252596	8.35	0.25	-3.6326	0	0.343489
8.21755	0.140047	-2.92867	0.336787	1.19939	8.05161	0.241868	8.2	0.25	-2.72841	0	0.683765
8.0677	0.130792	-2.89639	0.364298	1.15688	8.05411	0.247878	8.05	0.25	-2.72842	0	0.872442
7.92012	0.0863769	-2.85597	0.416107	1.1443	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.529185
7.77484	0.0557066	-2.82914	0.449881	1.11207	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.543466
7.62846	0.00369913	-2.93391	0.488037	1.08334	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.878481
7.48506	-0.0397806	-2.89942	0.51996	1.05305	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.507943
7.31399	-0.0835658	-3.19286	0.522544	0.986082	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	3.59155
7.17968	-0.108454	-3.11315	0.531094	0.941274	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.19974
7.08936	-0.182301	-2.7134	0.603851	0.979646	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	4.28028
6.96953	-0.234011	-2.65921	0.633052	0.952433	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.480649
6.86423	-0.312531	-2.56428	0.685224	0.955724	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.298913
6.7605	-0.387148	-2.53114	0.726991	0.943743	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.111392
6.67203	-0.478033	-2.45716	0.784484	0.953398	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.212489
6.57402	-0.574052	-2.46188	0.833701	0.949957	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0463894
6.53541	-0.703777	-2.17771	0.953565	1.05166	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.31377
6.46141	-0.844006	-2.27656	1.03204	1.07439	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.60261
6.41039	-0.978796	-2.31826	1.11536	1.11337	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.802977
6.35335	-1.1352	-2.45654	1.1927	1.13644	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	1.00168
6.30818	-1.26268	-2.50153	1.24847	1.1304	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.391361
6.26736	-1.39597	-2.54478	1.3077	1.13289	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0813257
6.26461	-1.58617	-2.70321	1.44085	1.25109	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.4996
6.24747	-1.73027	-2.73428	1.5036	1.2506	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0419092
6.27536	-1.94239	-2.99457	1.63514	1.34997	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	3.88758
6.30366	-2.08964	-2.94158	1.71586	1.35836	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.197316
6.32043	-2.18709	-2.59968	1.76255	1.3048	6.53066	-2.26346	6.35	-2.2	0	-2.72782	3.23298
6.35477	-2.32881	-2.60647	1.83572	1.30587	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0166144
6.37256	-2.44299	-2.39821	1.88542	1.2684	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.66549
6.39777	-2.61173	-2.50887	1.93245	1.23913	6.34287	-2.73391	6.35	-2.75	0	-3.63689	1.08912
6.45351	-2.7808	-2.70564	1.99559	1.23698	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.947051
6.49861	-2.95414	-2.79012	2.03756	1.20513	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.929309
6.55233	-3.08898	-2.67994	2.08744	1.1807	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.776975
6.60589	-3.25023	-2.74149	2.12364	1.14704	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.81016
6.67111	-3.37502	-2.5978	2.17286	1.12548	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.05295
6.72776	-3.53209	-2.65701	2.19867	1.08405	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.10421
6.79811	-3.66174	-2.60735	2.23911	1.06038	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.794587
6.85347	-3.82569	-2.66851	2.24841	1.00509	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.83361
6.91556	-3.9405	-2.49874	2.28064	0.97625	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.57307
6.96804	-4.10213	-2.55502	2.27909	0.914614	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.17142
7.0811	-4.25858	-2.89289	2.31478	0.901779	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.75512
7.15247	-4.42668	-2.93185	2.31218	0.844001	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	1.7479
7.22626	-4.54225	-2.72377	2.33574	0.816182	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1.73211
7.27905	-4.712	-2.75645	2.31488	0.744076	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	2.58781
7.33931	-4.8094	-2.51543	2.33181	0.718545	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	1.9494
7.38368	-4.94502	-2.53004	2.31726	0.663706	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	1.67129
7.49397	-5.08503	-2.99638	2.33928	0.656762	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.08363
7.5572	-5.23927	-3.01286	2.32112	0.600883	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	1.64256
7.60759	-5.32729	-2.46858	2.3315	0.56998	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	7.03003
7.66329	-5.46923	-2.48403	2.31554	0.518294	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.31377
7.75928	-5.59549	-2.7495	2.33206	0.507977	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	3.22995
7.83491	-5.74508	-2.77054	2.3195	0.463822	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.915785
7.88846	-5.83065	-2.28917	2.32628	0.439106	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	5.16857
7.94313	-5.95981	-2.30271	2.31007	0.395623	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.903226
8.05091	-6.09061	-2.67455	2.3248	0.390596	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	3.05762
8.12157	-6.24417	-2.70222	2.30116	0.342052	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.12659
8.23618	-6.38158	-2.9169	2.31429	0.337601	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.10392
8.315	-6.54379	-2.94317	2.28972	0.290999	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.943748
8.37016	-6.63562	-2.44769	2.28701	0.265931	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	5.21547
8.41968	-6.77332	-2.4536	2.25877	0.22007	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.950951
8.49586	-6.88639	-2.49657	2.26055	0.20955	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.602229
8.54063	-7.04329	-2.52125	2.21858	0.152674	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.4178
8.64797	-7.18767	-2.86797	2.22718	0.156806	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.53322
8.71354	-7.35952	-2.90445	2.19191	0.109954	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.982189
8.7677	-7.46775	-2.49143	2.17797	0.0822686	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.25693
8.82306	-7.6017	-2.5016	2.15762	0.0558303	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.298539
8.92279	-7.74861	-2.87334	2.16497	0.0650554	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.08647
8.99256	-7.9021	-2.89174	2.14568	0.0407136	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.246264
9.07511	-8.03823	-2.95586	2.14361	0.0369722	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.420087
9.12503	-8.19078	-2.97349	2.11341	0.00267613	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.495288
9.15704	-8.2906	-2.41975	2.08836	-0.0342358	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	7.13591
9.19938	-8.42398	-2.42895	2.064	-0.0581263	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.265894
9.27173	-8.55874	-2.59501	2.06236	-0.0540442	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.593278
9.3116	-8.71076	-2.6171	2.03038	-0.0847882	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.409744
9.37627	-8.84979	-2.6924	2.024	-0.0852581	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.172294
9.41216	-9.00657	-2.71195	1.99076	-0.115521	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.399767
9.47602	-9.14748	-2.87399	1.98848	-0.108259	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.634104
9.50483	-9.30956	-2.90855	1.95149	-0.141943	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.492631
9.55651	-9.45543	-2.87277	1.93906	-0.147776	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0717575
9.59303	-9.61951	-2.89231	1.91178	-0.168249	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.171639
9.64153	-9.76075	-2.94712	1.90411	-0.165908	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.120554
9.66891	-9.91592	-2.96705	1.87699	-0.186066	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.17607
9.6946	-10.0376	-2.7873	1.85643	-0.203104	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.930629
9.73776	-10.1649	-2.77738	1.85179	-0.197141	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0183205
9.75578	-10.2802	-2.44746	1.82443	-0.223742	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2.74803
9.77915	-10.4223	-2.46715	1.80217	-0.234452	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0628759
9.82773	-10.5873	-2.73227	1.80038	-0.216532	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.70281
9.8563	-10.7394	-2.74257	1.78377	-0.221581	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0154504
9.87046	-10.8588	-2.57925	1.76052	-0.239934	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.729516
9.87886	-11.0045	-2.61343	1.73285	-0.256832	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.172801
9.89683	-11.1359	-2.66991	1.72083	-0.253528	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.438064
9.89027	-11.2952	-2.71982	1.68318	-0.280412	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.388886
9.90692	-11.4417	-2.82119	1.67313	-0.272196	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.369287
9.89397	-11.6044	-2.86453	1.63583	-0.297637	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.317051
9.84802	-11.695	-2.22847	1.56088	-0.387733	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	11.6159
9.81686	-11.8341	-2.2654	1.51601	-0.412597	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.324357
9.80446	-11.9602	-2.23178	1.48733	-0.421175	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.292739
9.74862	-12.1107	-2.30089	1.42745	-0.459678	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.778982
9.72333	-12.2396	-2.32443	1.39877	-0.462379	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.147479
9.652	-12.4014	-2.42151	1.33407	-0.503478	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.895085
9.57784	-12.481	-2.01828	1.24325	-0.595411	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	6.18669
9.48538	-12.6182	-2.12519	1.16815	-0.63914	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	1.10836
9.39388	-12.6609	-1.69473	1.04858	-0.766659	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	11.0258
9.25539	-12.7881	-1.90246	0.941488	-0.836609	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	3.45716
9.1485	-12.8471	-1.74891	0.821932	-0.940233	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	5.40001
9.00952	-12.9524	-1.9253	0.724741	-0.985274	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.80653
8.90982	-13.0183	-1.94014	0.649141	-1.01296	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.575189
8.73706	-13.1232	-2.18199	0.55226	-1.05174	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	2.26802
8.51032	-13.1542	-2.39987	0.313506	-1.31631	8.27267	-12.996	8.4	-13.15	-2.99683	0	20.2546
8.358	-13.192	-2.4904	0.230543	-1.33159	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.666551
8.26445	-13.2129	-2.29881	0.193257	-1.2735	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	2.18456
8.08406	-13.2523	-2.45604	0.117721	-1.27359	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	1.01278
7.93196	-13.2677	-2.54339	0.0400494	-1.28736	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.370745
7.74277	-13.2786	-2.67466	-0.0311991	-1.28301	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.904958
7.61863	-13.2763	-2.60727	-0.084875	-1.26552	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.273897
7.44591	-13.2707	-2.71823	-0.141949	-1.25508	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.69725
7.26865	-13.2317	-2.90527	-0.228275	-1.28409	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.994298
7.09666	-13.1898	-2.948	-0.297704	-1.28118	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.176725
6.96374	-13.1481	-2.75211	-0.356868	-1.25713	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.3971
6.76349	-13.1196	-2.88694	-0.393138	-1.2207	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.987715
6.62659	-13.0675	-2.90318	-0.448429	-1.21533	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.19378
6.45003	-13.0203	-2.99915	-0.482988	-1.18633	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.656099
6.39159	-13.0168	-2.14823	-0.506036	-1.10608	6.27012	-13.1139	6.25	-13.05	-1.81729	0	17.408
6.23836	-12.985	-2.2381	-0.531022	-1.06832	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.854187
6.08554	-12.8966	-2.63453	-0.59078	-1.07989	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	3.14573
5.93425	-12.8249	-2.68849	-0.629159	-1.05732	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.345449
5.83342	-12.7591	-2.57938	-0.672931	-1.04445	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.432299
5.67586	-12.7012	-2.66145	-0.683737	-1.00013	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	1.16912
5.59518	-12.6494	-2.35015	-0.717971	-0.974588	5.45236	-12.7392	5.45	-12.7	-2.00001	1	2.62918
5.46013	-12.5922	-2.41014	-0.729858	-0.935331	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.871231
5.35325	-12.4977	-2.58206	-0.776023	-0.938325	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.740663
5.22561	-12.4176	-2.62836	-0.795786	-0.908852	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.514311
5.1277	-12.3253	-2.60675	-0.838835	-0.90228	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.679692
5.00659	-12.2269	-2.63729	-0.866703	-0.878914	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.27036
4.88554	-12.0797	-3.14102	-0.916027	-0.892977	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	5.62571
4.77996	-11.9569	-3.1547	-0.951254	-0.882668	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.0557315
4.71349	-11.8618	-2.78553	-0.990158	-0.871401	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	3.3852
4.63933	-11.7457	-2.78429	-1.03287	-0.870559	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.00173983
4.55212	-11.6012	-3.04533	-1.07428	-0.869947	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.61136
4.50814	-11.4599	-3.0272	-1.13705	-0.890888	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.216575
4.44248	-11.3074	-3.13262	-1.18278	-0.891959	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.345518
4.40983	-11.154	-3.12496	-1.24559	-0.91174	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.174347
4.41091	-11.0493	-2.50399	-1.32182	-0.944679	4.43672	-11.0976	4.45	-11.05	0	1.8168	8.33408
4.39554	-10.9192	-2.48789	-1.38287	-0.954899	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.16317
4.36585	-10.776	-2.66752	-1.42531	-0.946834	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.751555
4.37852	-10.6418	-2.66141	-1.49362	-0.969576	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.373697
4.40512	-10.5482	-2.27003	-1.57254	-1.01107	4.44716	-10.5583	4.45	-10.55	0	2.00041	3.98569
4.41972	-10.4341	-2.27134	-1.63164	-1.02025	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0643173
4.42489	-10.3039	-2.4001	-1.67634	-1.01003	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.511619
4.47305	-10.1693	-2.43768	-1.75385	-1.03837	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.482338
4.4854	-10.0105	-2.70122	-1.7837	-0.998255	4.56608	-10.005	4.55	-10	0	2.72717	2.16919
4.53305	-9.85936	-2.72295	-1.84833	-1.00843	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0649927
4.58897	-9.71998	-2.67075	-1.91752	-1.02675	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.204803
4.67511	-9.56679	-2.73507	-1.99772	-1.05157	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.376835
4.70149	-9.40577	-3.0097	-1.99237	-0.966892	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.00968
4.79112	-9.25852	-3.06423	-2.05695	-0.983728	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.208446
4.91796	-9.15538	-2.8665	-2.1784	-1.08791	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.09397
5.0096	-9.03694	-2.88362	-2.23639	-1.09158	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.0143352
5.02704	-8.90086	-3.01663	-2.18801	-0.935096	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.24116
5.12821	-8.76769	-3.0614	-2.23825	-0.93845	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.0952
5.25944	-8.65775	-3.0049	-2.32289	-0.98789	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.17502
5.36977	-8.54797	-2.97939	-2.37617	-0.986907	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0273157
5.39684	-8.41813	-2.97309	-2.32474	-0.825941	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.16396
5.51708	-8.29484	-3.03977	-2.3679	-0.827405	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.151491
5.63104	-8.18523	-3.05258	-2.41142	-0.833029	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.296883
5.74979	-8.07818	-3.07363	-2.45149	-0.831386	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.0399075
5.79899	-7.96205	-2.96969	-2.41381	-0.696685	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	6.86255
5.89316	-7.87511	-2.91294	-2.44547	-0.694146	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.123419
5.97678	-7.7698	-2.87596	-2.4447	-0.633852	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.619
6.07866	-7.67625	-2.86014	-2.47165	-0.629388	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.123227
6.17645	-7.57187	-2.80343	-2.47566	-0.575846	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.25862
6.28503	-7.47842	-2.77355	-2.50243	-0.571353	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.152975
6.41315	-7.39126	-2.8403	-2.54654	-0.604195	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.51733
6.54433	-7.29503	-2.8986	-2.57223	-0.598916	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.141698
6.68207	-7.21364	-2.90754	-2.60906	-0.605726	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0232618
6.79877	-7.14758	-2.83825	-2.64248	-0.607313	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.179659
6.84404	-7.07391	-2.49351	-2.61127	-0.498737	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	6.66276
6.95726	-6.99899	-2.52427	-2.63063	-0.492359	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.086186
7.08855	-6.93066	-2.55592	-2.66032	-0.496107	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.113407
7.23618	-6.82751	-2.66227	-2.6705	-0.475941	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.656097
7.29979	-6.75175	-2.2951	-2.63857	-0.372222	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	7.12689
7.43756	-6.64938	-2.41307	-2.63971	-0.34929	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.703641
7.54766	-6.57988	-2.37919	-2.64902	-0.333803	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.175647
7.66589	-6.50535	-2.40346	-2.6597	-0.325417	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.102268
7.8249	-6.44605	-2.62858	-2.70628	-0.374986	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.96487
7.95627	-6.37629	-2.64186	-2.72061	-0.368272	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.0677153
8.00782	-6.30763	-2.27215	-2.68506	-0.280872	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	5.55061
